0.104 4.665
0.015 17.173
0.020 14.162
0.871 1.098
0.036 9.607
0.035 9.789
0.037 9.354
0.012 20.782
0.019 14.720
0.015 17.203
0.013 19.608
0.016 16.945
0.019 14.563
0.011 21.482
0.011 21.565
0.023 12.958
0.013 19.041
0.055 7.145
0.022 13.229
0.022 13.277
0.012 20.373
0.046 8.157
0.012 20.518
0.016 16.958
0.046 8.167
0.016 16.943
0.050 7.642
0.013 18.880
0.027 11.711
0.014 18.181
0.013 18.725
0.011 21.561
0.034 9.952
0.017 16.223
0.126 4.080
0.483 1.641
0.079 5.637
0.073 5.954
0.074 5.872
0.154 3.564
0.016 16.656
0.021 13.954
0.052 7.479
0.043 8.524
0.039 9.043
0.011 21.828
0.022 13.236
0.060 6.784
0.972 1.019
0.020 14.233
0.014 18.531
0.013 19.008
0.029 11.196
0.015 17.738
0.026 12.020
0.048 7.871
0.017 15.857
0.039 9.128
0.339 2.085
0.190 3.093
0.181 3.198
0.023 12.922
0.337 2.097
0.013 19.062
0.055 7.163
0.012 20.129
0.012 20.678
0.054 7.293
0.051 7.584
0.014 17.910
0.019 14.790
0.012 19.698
0.022 13.301
0.327 2.137
0.014 18.550
0.016 16.525
0.012 20.648
0.086 5.303
0.013 19.379
0.011 20.868
0.016 16.937
0.011 21.143
0.015 17.587
0.014 18.133
0.067 6.257
0.027 11.675
0.230 2.718
0.019 14.992
0.030 10.957
0.051 7.586
0.152 3.599
0.143 3.750
0.012 20.750
0.041 8.832
0.076 5.792
0.050 7.628
0.012 20.318
0.078 5.671
0.011 20.952
0.013 19.632
0.011 21.373
0.014 18.190
0.013 19.330
0.019 14.989
0.011 20.838
0.044 8.311
0.013 19.056
0.081 5.506
0.026 11.939
0.203 2.958
0.023 12.989
0.018 15.333
0.021 13.872
0.022 13.449
0.076 5.743
0.030 10.977
0.023 13.065
0.012 20.655
0.039 9.014
0.139 3.830
0.018 15.329
0.189 3.106
0.011 22.119
0.014 18.520
0.012 20.119
0.011 21.600
0.014 17.957
0.024 12.698
0.016 16.996
0.013 19.369
0.011 22.140
0.024 12.668
0.015 17.440
0.149 3.642
0.035 9.867
0.014 18.209
0.039 9.097
0.012 20.316
0.014 18.607
0.014 18.422
0.025 12.410
0.024 12.712
0.022 13.488
0.013 19.579
0.031 10.726
0.012 20.151
0.034 9.899
0.450 1.722
0.045 8.261
0.012 19.946
0.015 17.496
0.011 21.796
0.430 1.775
0.054 7.270
0.744 1.222
0.010 22.232
0.015 17.167
0.141 3.785
0.021 13.768
0.014 18.191
0.016 16.648
0.017 15.792
0.014 18.673
0.017 16.217
0.010 22.398
0.023 13.167
0.038 9.218
0.016 16.481
0.011 21.462
0.069 6.154
0.015 17.012
0.015 17.162
1.127 0.922
0.014 18.347
0.016 16.555
0.013 19.345
0.558 1.487
0.025 12.275
0.012 20.186
0.014 17.875
0.012 20.377
0.016 16.708
0.014 18.584
0.068 6.207
0.025 12.166
0.024 12.694
0.040 8.997
0.028 11.508
0.020 14.388
0.012 20.642
0.022 13.259
0.026 11.964
0.036 9.503
0.119 4.264
0.019 14.624
0.011 21.284
