# Mirror positions and focal lengths for the LST1 prototype 
# on La Palma, as based on the file newMirrorList.txt provided by LST team,
# reformated to required format by 
#   awk '{ printf "  %8.2f\t  %8.2f\t  %6.2f\t  %8.2f\t    %d\t   0.0\t    #%%  id=%d\n",$1,$2,$3,100.*$4,$5,$6 }'
# 
# Updated on 31/03/19. Two mirrors (IDs 162 and 172) were exchanged for ones with similar focal lengths.
#
# Size and area covered as reported by 'draw_mirrors':
# 198 mirrors are inside a radius of 12.393 m
# Total surface area: 390.98 m**2
# Total projected area: 388.38 m**2
# Center of gravity at x=0.269 m, y=-0.000 m
#
# Columns:
#   1: x pos. [cm] (note: x -> down)
#   2: y pos. [cm] (note: y -> right when looking from camera)
#   3: diameter [cm], flat-to-flat
#   4: focal length [cm] or 0. 
#      Note: positive, no RANDOM_FOCAL_LENGTH based values added in sim_telarray.
#   5: shape code (3)
#   6: z pos. = 0.0 -> will be calculated automatically based on paraboloid
#   #% separator keeping further data as comments.
#   7: mirror number in original list (not used)
#
    177.82	   -539.00	  151.00	   2830.00	    3	   0.0	    #%   89
    177.82	   -385.00	  151.00	   2820.00	    3	   0.0	    #%   88
    177.82	   -231.00	  151.00	   2805.00	    3	   0.0	    #%   87
    177.82	    -77.00	  151.00	   2807.50	    3	   0.0	    #%   86
    177.82	     77.00	  151.00	   2802.50	    3	   0.0	    #%   85
    177.82	    231.00	  151.00	   2815.00	    3	   0.0	    #%   84
    177.82	    385.00	  151.00	   2815.00	    3	   0.0	    #%   83
    177.82	    539.00	  151.00	   2830.00	    3	   0.0	    #%   82
    177.82	    693.00	  151.00	   2847.50	    3	   0.0	    #%   81
    177.82	    847.00	  151.00	   2870.00	    3	   0.0	    #%   80
    177.82	   1001.00	  151.00	   2892.50	    3	   0.0	    #%   79
    311.19	  -1078.00	  151.00	   2902.50	    3	   0.0	    #%   78
    311.19	   -924.00	  151.00	   2882.50	    3	   0.0	    #%   77
    311.19	   -770.00	  151.00	   2867.00	    3	   0.0	    #%   76
    311.19	   -616.00	  151.00	   2840.00	    3	   0.0	    #%   75
    311.19	   -462.00	  151.00	   2825.00	    3	   0.0	    #%   74
    311.19	   -308.00	  151.00	   2815.00	    3	   0.0	    #%   73
    311.19	   -154.00	  151.00	   2807.50	    3	   0.0	    #%   72
    311.19	      0.00	  151.00	   2807.50	    3	   0.0	    #%   71
    311.19	    154.00	  151.00	   2812.50	    3	   0.0	    #%   70
    311.19	    308.00	  151.00	   2815.00	    3	   0.0	    #%   69
    311.19	    462.00	  151.00	   2832.50	    3	   0.0	    #%   68
    311.19	    616.00	  151.00	   2841.50	    3	   0.0	    #%   67
    311.19	    770.00	  151.00	   2865.00	    3	   0.0	    #%   66
    311.19	    924.00	  151.00	   2880.00	    3	   0.0	    #%   65
    311.19	   1078.00	  151.00	   2902.50	    3	   0.0	    #%   64
    444.56	  -1001.00	  151.00	   2907.50	    3	   0.0	    #%   63
    444.56	   -847.00	  151.00	   2882.50	    3	   0.0	    #%   62
    444.56	   -693.00	  151.00	   2857.50	    3	   0.0	    #%   61
    444.56	   -539.00	  151.00	   2847.50	    3	   0.0	    #%   60
    444.56	   -385.00	  151.00	   2830.00	    3	   0.0	    #%   59
    444.56	   -231.00	  151.00	   2827.50	    3	   0.0	    #%   58
    444.56	    -77.00	  151.00	   2810.00	    3	   0.0	    #%   57
    444.56	     77.00	  151.00	   2810.00	    3	   0.0	    #%   56
    444.56	    231.00	  151.00	   2817.50	    3	   0.0	    #%   55
    444.56	    385.00	  151.00	   2832.50	    3	   0.0	    #%   54
    444.56	    539.00	  151.00	   2840.00	    3	   0.0	    #%   53
    444.56	    693.00	  151.00	   2860.00	    3	   0.0	    #%   52
    444.56	    847.00	  151.00	   2887.50	    3	   0.0	    #%   51
    444.56	   1001.00	  151.00	   2899.50	    3	   0.0	    #%   50
    577.93	   -924.00	  151.00	   2905.00	    3	   0.0	    #%   49
    577.93	   -770.00	  151.00	   2885.00	    3	   0.0	    #%   48
    577.93	   -616.00	  151.00	   2862.50	    3	   0.0	    #%   47
    577.93	   -462.00	  151.00	   2855.00	    3	   0.0	    #%   46
    577.93	   -308.00	  151.00	   2847.50	    3	   0.0	    #%   45
    577.93	   -154.00	  151.00	   2837.50	    3	   0.0	    #%   44
    577.93	      0.00	  151.00	   2825.00	    3	   0.0	    #%   43
    577.93	    154.00	  151.00	   2822.50	    3	   0.0	    #%   42
    577.93	    308.00	  151.00	   2835.00	    3	   0.0	    #%   41
    577.93	    462.00	  151.00	   2847.50	    3	   0.0	    #%   40
    577.93	    616.00	  151.00	   2865.00	    3	   0.0	    #%   39
    577.93	    770.00	  151.00	   2887.50	    3	   0.0	    #%   38
